dteday,season,year,month,hour,weekday,workingday,weather_situation,temp,average_temp,humidity,windspeed,casual,registered,total,total_customers,recency,monetary_value_x,R,F,M,RFM_Score,cluster,frequency,monetary_value_y,r_score,monetary_value
2011-01-21,spring,2011,January,14,Friday,Workingday,Clear,0.2,0.1515,0.25,0.5224,6,56,62,62,710,62,1,2,1,121,1,729,175652,1,62
2011-01-21,spring,2011,January,15,Friday,Workingday,Clear,0.16,0.1212,0.26,0.4478,4,61,65,65,710,65,1,2,1,121,1,729,183149,1,65
2011-01-21,spring,2011,January,16,Friday,Workingday,Clear,0.16,0.1364,0.26,0.3582,0,97,97,97,710,97,1,2,1,121,1,730,227748,1,97
2011-01-21,spring,2011,January,17,Friday,Workingday,Clear,0.14,0.1212,0.28,0.3582,10,151,161,161,710,161,1,3,1,131,1,730,336860,1,161
2011-01-21,spring,2011,January,18,Friday,Workingday,Clear,0.12,0.1212,0.3,0.2537,1,119,120,120,710,120,1,2,1,121,1,728,309772,1,120
2011-01-21,spring,2011,January,19,Friday,Workingday,Clear,0.12,0.1061,0.3,0.3284,3,93,96,96,710,96,1,2,1,121,1,728,226789,1,96
2011-01-21,spring,2011,January,20,Friday,Workingday,Clear,0.1,0.0758,0.33,0.4179,1,52,53,53,710,53,1,2,1,121,1,728,164550,1,53
2011-01-21,spring,2011,January,21,Friday,Workingday,Clear,0.08,0.0758,0.38,0.2836,0,41,41,41,710,41,1,2,1,121,1,728,125445,1,41
2011-01-21,spring,2011,January,22,Friday,Workingday,Clear,0.06,0.0303,0.41,0.3881,1,33,34,34,710,34,1,1,1,111,1,728,95612,1,34
2011-01-21,spring,2011,January,23,Friday,Workingday,Clear,0.06,0.0455,0.38,0.3284,0,27,27,27,710,27,1,1,1,111,1,728,63941,1,27
2011-01-22,spring,2011,January,0,Saturday,Holiday,Clear,0.04,0.0303,0.45,0.2537,0,13,13,13,709,13,1,1,1,111,1,726,39130,1,13
2011-01-22,spring,2011,January,1,Saturday,Holiday,Mist,0.04,0.0,0.41,0.3881,3,9,12,12,709,12,1,1,1,111,1,724,24164,1,12
2011-01-22,spring,2011,January,2,Saturday,Holiday,Mist,0.04,0.0303,0.41,0.2537,0,11,11,11,709,11,1,1,1,111,1,715,16352,1,11
2011-01-22,spring,2011,January,3,Saturday,Holiday,Mist,0.04,0.0303,0.41,0.2836,1,6,7,7,709,7,1,1,1,111,1,697,8174,1,7
2011-01-22,spring,2011,January,4,Saturday,Holiday,Mist,0.02,0.0152,0.48,0.2985,0,3,3,3,709,3,1,1,1,111,1,697,4428,1,3
2011-01-22,spring,2011,January,6,Saturday,Holiday,Mist,0.02,0.0303,0.44,0.2239,0,2,2,2,709,2,1,1,1,111,1,725,55132,1,2
2011-01-22,spring,2011,January,7,Saturday,Holiday,Clear,0.02,0.0152,0.44,0.2836,0,8,8,8,709,8,1,1,1,111,1,727,154171,1,8
2011-01-22,spring,2011,January,8,Saturday,Holiday,Clear,0.02,0.0,0.44,0.3284,1,26,27,27,709,27,1,1,1,111,1,727,261001,1,27
2011-01-22,spring,2011,January,9,Saturday,Holiday,Clear,0.04,0.0303,0.41,0.2537,3,37,40,40,709,40,1,1,1,111,1,727,159438,1,40
2011-01-22,spring,2011,January,10,Saturday,Holiday,Mist,0.04,0.0606,0.41,0.1642,3,50,53,53,709,53,1,2,1,121,1,727,126257,1,53
2011-01-22,spring,2011,January,11,Saturday,Holiday,Mist,0.06,0.0758,0.38,0.1343,4,59,63,63,709,63,1,2,1,121,1,727,151320,1,63
2011-01-22,spring,2011,January,12,Saturday,Holiday,Mist,0.06,0.1061,0.38,0.1045,10,60,70,70,709,70,1,2,1,121,1,728,184414,1,70
2011-01-22,spring,2011,January,13,Saturday,Holiday,Clear,0.08,0.1667,0.35,0.0,12,72,84,84,709,84,1,2,1,121,1,729,184919,1,84
2011-01-22,spring,2011,January,14,Saturday,Holiday,Clear,0.1,0.1364,0.33,0.1045,11,64,75,75,709,75,1,2,1,121,1,729,175652,1,75
2011-01-22,spring,2011,January,15,Saturday,Holiday,Clear,0.12,0.1515,0.28,0.0,10,93,103,103,709,103,1,2,1,121,1,729,183149,1,103
2011-01-22,spring,2011,January,16,Saturday,Holiday,Clear,0.12,0.1364,0.28,0.194,11,72,83,83,709,83,1,2,1,121,1,730,227748,1,83
2011-01-22,spring,2011,January,17,Saturday,Holiday,Clear,0.12,0.197,0.28,0.0,8,59,67,67,709,67,1,2,1,121,1,730,336860,1,67
2011-01-22,spring,2011,January,18,Saturday,Holiday,Clear,0.08,0.0909,0.35,0.194,0,54,54,54,709,54,1,2,1,121,1,728,309772,1,54
2011-01-22,spring,2011,January,19,Saturday,Holiday,Clear,0.08,0.1061,0.35,0.1343,6,53,59,59,709,59,1,2,1,121,1,728,226789,1,59
2011-01-22,spring,2011,January,20,Saturday,Holiday,Clear,0.06,0.0758,0.45,0.1642,1,44,45,45,709,45,1,2,1,121,1,728,164550,1,45
2011-01-22,spring,2011,January,21,Saturday,Holiday,Clear,0.06,0.1061,0.41,0.0896,0,39,39,39,709,39,1,1,1,111,1,728,125445,1,39
2011-01-22,spring,2011,January,22,Saturday,Holiday,Clear,0.06,0.1515,0.49,0.0,7,23,30,30,709,30,1,1,1,111,1,728,95612,1,30
2011-01-22,spring,2011,January,23,Saturday,Holiday,Clear,0.04,0.0758,0.57,0.1045,2,31,33,33,709,33,1,1,1,111,1,728,63941,1,33
2011-01-23,spring,2011,January,0,Sunday,Holiday,Clear,0.04,0.0758,0.57,0.1045,2,20,22,22,708,22,1,1,1,111,1,726,39130,1,22
2011-01-23,spring,2011,January,1,Sunday,Holiday,Clear,0.04,0.0758,0.57,0.1045,1,12,13,13,708,13,1,1,1,111,1,724,24164,1,13
2011-01-23,spring,2011,January,2,Sunday,Holiday,Clear,0.02,0.0606,0.62,0.1343,3,15,18,18,708,18,1,1,1,111,1,715,16352,1,18
2011-01-23,spring,2011,January,3,Sunday,Holiday,Clear,0.02,0.0606,0.62,0.1343,1,4,5,5,708,5,1,1,1,111,1,697,8174,1,5
2011-01-23,spring,2011,January,5,Sunday,Holiday,Mist,0.04,0.0758,0.57,0.1045,0,3,3,3,708,3,1,1,1,111,1,717,14261,1,3
2011-01-23,spring,2011,January,6,Sunday,Holiday,Mist,0.04,0.0758,0.57,0.1045,0,1,1,1,708,1,1,1,1,111,1,725,55132,1,1
2011-01-23,spring,2011,January,7,Sunday,Holiday,Clear,0.08,0.1061,0.58,0.1642,1,1,2,2,708,2,1,1,1,111,1,727,154171,1,2
2011-01-23,spring,2011,January,8,Sunday,Holiday,Clear,0.06,0.0758,0.62,0.1642,2,17,19,19,708,19,1,1,1,111,1,727,261001,1,19
2011-01-23,spring,2011,January,9,Sunday,Holiday,Clear,0.1,0.0758,0.54,0.3582,3,25,28,28,708,28,1,1,1,111,1,727,159438,1,28
2011-01-23,spring,2011,January,10,Sunday,Holiday,Clear,0.14,0.1061,0.46,0.3881,7,51,58,58,708,58,1,2,1,121,1,727,126257,1,58
2011-01-23,spring,2011,January,11,Sunday,Holiday,Clear,0.14,0.1364,0.43,0.2239,22,77,99,99,708,99,1,2,1,121,1,727,151320,1,99
2011-01-23,spring,2011,January,12,Sunday,Holiday,Clear,0.16,0.1212,0.37,0.4627,24,92,116,116,708,116,1,2,1,121,1,728,184414,1,116
2011-01-23,spring,2011,January,13,Sunday,Holiday,Clear,0.14,0.1061,0.33,0.3881,12,75,87,87,708,87,1,2,1,121,1,729,184919,1,87
2011-01-23,spring,2011,January,14,Sunday,Holiday,Clear,0.16,0.1364,0.28,0.3582,17,93,110,110,708,110,1,2,1,121,1,729,175652,1,110
2011-01-23,spring,2011,January,15,Sunday,Holiday,Clear,0.16,0.1364,0.28,0.3582,13,64,77,77,708,77,1,2,1,121,1,729,183149,1,77
2011-01-23,spring,2011,January,16,Sunday,Holiday,Clear,0.16,0.1364,0.26,0.3284,9,56,65,65,708,65,1,2,1,121,1,730,227748,1,65
2011-01-23,spring,2011,January,17,Sunday,Holiday,Clear,0.14,0.1061,0.26,0.3881,5,50,55,55,708,55,1,2,1,121,1,730,336860,1,55
2011-01-23,spring,2011,January,18,Sunday,Holiday,Clear,0.12,0.1212,0.3,0.2537,5,44,49,49,708,49,1,2,1,121,1,728,309772,1,49
2011-01-23,spring,2011,January,19,Sunday,Holiday,Clear,0.12,0.1212,0.3,0.2836,5,45,50,50,708,50,1,2,1,121,1,728,226789,1,50
2011-01-23,spring,2011,January,20,Sunday,Holiday,Clear,0.1,0.1061,0.36,0.2537,4,31,35,35,708,35,1,1,1,111,1,728,164550,1,35
2011-01-23,spring,2011,January,21,Sunday,Holiday,Clear,0.1,0.1061,0.36,0.194,5,20,25,25,708,25,1,1,1,111,1,728,125445,1,25
2011-01-23,spring,2011,January,22,Sunday,Holiday,Clear,0.08,0.0909,0.38,0.194,5,23,28,28,708,28,1,1,1,111,1,728,95612,1,28
2011-01-23,spring,2011,January,23,Sunday,Holiday,Clear,0.06,0.0606,0.41,0.2239,4,17,21,21,708,21,1,1,1,111,1,728,63941,1,21
2011-01-24,spring,2011,January,0,Monday,Workingday,Clear,0.06,0.0606,0.41,0.194,0,7,7,7,707,7,1,1,1,111,1,726,39130,1,7
2011-01-24,spring,2011,January,1,Monday,Workingday,Clear,0.04,0.0455,0.45,0.194,0,1,1,1,707,1,1,1,1,111,1,724,24164,1,1
2011-01-24,spring,2011,January,3,Monday,Workingday,Clear,0.04,0.0303,0.45,0.2537,0,1,1,1,707,1,1,1,1,111,1,697,8174,1,1
2011-01-24,spring,2011,January,4,Monday,Workingday,Clear,0.02,0.0606,0.48,0.1343,0,1,1,1,707,1,1,1,1,111,1,697,4428,1,1
2011-01-24,spring,2011,January,5,Monday,Workingday,Clear,0.02,0.0606,0.48,0.1343,0,5,5,5,707,5,1,1,1,111,1,717,14261,1,5
2011-01-24,spring,2011,January,6,Monday,Workingday,Clear,0.02,0.0758,0.48,0.0896,0,15,15,15,707,15,1,1,1,111,1,725,55132,1,15
2011-01-24,spring,2011,January,7,Monday,Workingday,Clear,0.02,0.1212,0.48,0.0,5,79,84,84,707,84,1,2,1,121,1,727,154171,1,84
2011-01-24,spring,2011,January,8,Monday,Workingday,Clear,0.04,0.1364,0.49,0.0,6,171,177,177,707,177,1,3,1,131,1,727,261001,1,177
2011-01-24,spring,2011,January,9,Monday,Workingday,Clear,0.06,0.1515,0.41,0.0,4,98,102,102,707,102,1,2,1,121,1,727,159438,1,102
2011-01-24,spring,2011,January,10,Monday,Workingday,Clear,0.1,0.1364,0.42,0.0,6,34,40,40,707,40,1,1,1,111,1,727,126257,1,40
2011-01-24,spring,2011,January,11,Monday,Workingday,Clear,0.1,0.1212,0.46,0.1343,3,43,46,46,707,46,1,2,1,121,1,727,151320,1,46
2011-01-24,spring,2011,January,12,Monday,Workingday,Mist,0.12,0.1364,0.42,0.194,11,52,63,63,707,63,1,2,1,121,1,728,184414,1,63
2011-01-24,spring,2011,January,13,Monday,Workingday,Mist,0.14,0.1364,0.43,0.2239,6,54,60,60,707,60,1,2,1,121,1,729,184919,1,60
2011-01-24,spring,2011,January,14,Monday,Workingday,Mist,0.14,0.1364,0.46,0.2239,2,43,45,45,707,45,1,2,1,121,1,729,175652,1,45
2011-01-24,spring,2011,January,15,Monday,Workingday,Clear,0.16,0.1667,0.4,0.1642,7,50,57,57,707,57,1,2,1,121,1,729,183149,1,57
2011-01-24,spring,2011,January,16,Monday,Workingday,Clear,0.16,0.1515,0.47,0.2537,4,66,70,70,707,70,1,2,1,121,1,730,227748,1,70
2011-01-24,spring,2011,January,17,Monday,Workingday,Clear,0.14,0.1212,0.5,0.2537,6,178,184,184,707,184,1,3,1,131,1,730,336860,1,184
2011-01-24,spring,2011,January,18,Monday,Workingday,Clear,0.14,0.1364,0.59,0.194,8,145,153,153,707,153,1,3,1,131,1,728,309772,1,153
2011-01-24,spring,2011,January,19,Monday,Workingday,Clear,0.14,0.1515,0.54,0.1642,5,101,106,106,707,106,1,2,1,121,1,728,226789,1,106
2011-01-24,spring,2011,January,20,Monday,Workingday,Clear,0.14,0.1364,0.59,0.194,1,80,81,81,707,81,1,2,1,121,1,728,164550,1,81
2011-01-24,spring,2011,January,21,Monday,Workingday,Clear,0.14,0.1515,0.63,0.1642,6,53,59,59,707,59,1,2,1,121,1,728,125445,1,59
2011-01-24,spring,2011,January,22,Monday,Workingday,Mist,0.14,0.1364,0.63,0.2239,3,32,35,35,707,35,1,1,1,111,1,728,95612,1,35
2011-01-24,spring,2011,January,23,Monday,Workingday,Mist,0.16,0.1515,0.64,0.2537,3,21,24,24,707,24,1,1,1,111,1,728,63941,1,24
2011-01-25,spring,2011,January,0,Tuesday,Workingday,Mist,0.16,0.1364,0.69,0.2836,3,6,9,9,706,9,1,1,1,111,1,726,39130,1,9
2011-01-25,spring,2011,January,1,Tuesday,Workingday,Mist,0.16,0.1667,0.69,0.1642,0,5,5,5,706,5,1,1,1,111,1,724,24164,1,5
2011-01-25,spring,2011,January,2,Tuesday,Workingday,Clear,0.16,0.1515,0.69,0.2239,0,2,2,2,706,2,1,1,1,111,1,715,16352,1,2
2011-01-25,spring,2011,January,4,Tuesday,Workingday,Clear,0.14,0.1667,0.74,0.1045,0,1,1,1,706,1,1,1,1,111,1,697,4428,1,1
2011-01-25,spring,2011,January,5,Tuesday,Workingday,Clear,0.14,0.1364,0.74,0.2239,0,9,9,9,706,9,1,1,1,111,1,717,14261,1,9
2011-01-25,spring,2011,January,6,Tuesday,Workingday,Clear,0.16,0.1818,0.74,0.1045,1,35,36,36,706,36,1,1,1,111,1,725,55132,1,36
2011-01-25,spring,2011,January,7,Tuesday,Workingday,Clear,0.16,0.1515,0.74,0.2239,5,103,108,108,706,108,1,2,1,121,1,727,154171,1,108
2011-01-25,spring,2011,January,8,Tuesday,Workingday,Mist,0.16,0.1818,0.74,0.1343,5,233,238,238,706,238,1,3,1,131,1,727,261001,1,238
2011-01-25,spring,2011,January,9,Tuesday,Workingday,Mist,0.2,0.2273,0.64,0.0896,10,134,144,144,706,144,1,3,1,131,1,727,159438,1,144
2011-01-25,spring,2011,January,10,Tuesday,Workingday,Mist,0.22,0.2424,0.6,0.1045,6,49,55,55,706,55,1,2,1,121,1,727,126257,1,55
2011-01-25,spring,2011,January,11,Tuesday,Workingday,Mist,0.24,0.2424,0.6,0.1343,6,55,61,61,706,61,1,2,1,121,1,727,151320,1,61
2011-01-25,spring,2011,January,12,Tuesday,Workingday,Mist,0.26,0.2879,0.56,0.0896,21,85,106,106,706,106,1,2,1,121,1,728,184414,1,106
2011-01-25,spring,2011,January,13,Tuesday,Workingday,Mist,0.26,0.2727,0.56,0.1343,21,72,93,93,706,93,1,2,1,121,1,729,184919,1,93
2011-01-25,spring,2011,January,14,Tuesday,Workingday,Mist,0.3,0.3333,0.45,0.0,11,57,68,68,706,68,1,2,1,121,1,729,175652,1,68
2011-01-25,spring,2011,January,15,Tuesday,Workingday,Mist,0.32,0.3485,0.42,0.0,21,63,84,84,706,84,1,2,2,122,1,729,183149,1,84
2011-01-25,spring,2011,January,16,Tuesday,Workingday,Mist,0.32,0.3485,0.42,0.0,14,102,116,116,706,116,1,2,2,122,1,730,227748,1,116
2011-01-25,spring,2011,January,17,Tuesday,Workingday,Clear,0.3,0.3333,0.45,0.0,14,208,222,222,706,222,1,3,1,131,1,730,336860,1,222
2011-01-25,spring,2011,January,18,Tuesday,Workingday,Mist,0.3,0.3182,0.49,0.0896,7,218,225,225,706,225,1,3,1,131,1,728,309772,1,225
2011-01-25,spring,2011,January,19,Tuesday,Workingday,Mist,0.26,0.2576,0.65,0.1642,13,133,146,146,706,146,1,3,1,131,1,728,226789,1,146
2011-01-25,spring,2011,January,20,Tuesday,Workingday,Clear,0.24,0.2273,0.65,0.194,16,103,119,119,706,119,1,2,1,121,1,728,164550,1,119
2011-01-25,spring,2011,January,21,Tuesday,Workingday,Clear,0.24,0.2273,0.65,0.194,5,40,45,45,706,45,1,2,1,121,1,728,125445,1,45
2011-01-25,spring,2011,January,22,Tuesday,Workingday,Clear,0.22,0.2273,0.64,0.1642,4,49,53,53,706,53,1,2,1,121,1,728,95612,1,53
2011-01-25,spring,2011,January,23,Tuesday,Workingday,Mist,0.22,0.2273,0.64,0.1642,3,37,40,40,706,40,1,1,1,111,1,728,63941,1,40
2011-01-26,spring,2011,January,0,Wednesday,Workingday,Mist,0.22,0.2273,0.69,0.1343,3,14,17,17,705,17,1,1,1,111,1,726,39130,1,17
2011-01-26,spring,2011,January,1,Wednesday,Workingday,Mist,0.24,0.2424,0.65,0.1343,0,5,5,5,705,5,1,1,1,111,1,724,24164,1,5
2011-01-26,spring,2011,January,2,Wednesday,Workingday,Light Snow,0.22,0.2273,0.69,0.194,3,7,10,10,705,10,1,1,1,111,1,715,16352,1,10
2011-01-26,spring,2011,January,5,Wednesday,Workingday,Light Snow,0.2,0.1818,0.86,0.2836,0,1,1,1,705,1,1,1,1,111,1,717,14261,1,1
2011-01-26,spring,2011,January,6,Wednesday,Workingday,Light Snow,0.2,0.1818,0.86,0.2836,0,8,8,8,705,8,1,1,1,111,1,725,55132,1,8
2011-01-26,spring,2011,January,7,Wednesday,Workingday,Light Snow,0.22,0.2121,0.87,0.2985,1,29,30,30,705,30,1,1,1,111,1,727,154171,1,30
2011-01-26,spring,2011,January,8,Wednesday,Workingday,Light Snow,0.22,0.2121,0.87,0.2985,3,69,72,72,705,72,1,2,1,121,1,727,261001,1,72
2011-01-26,spring,2011,January,9,Wednesday,Workingday,Light Snow,0.22,0.2121,0.87,0.2985,3,55,58,58,705,58,1,2,1,121,1,727,159438,1,58
2011-01-26,spring,2011,January,10,Wednesday,Workingday,Light Snow,0.22,0.2121,0.93,0.2836,2,26,28,28,705,28,1,1,1,111,1,727,126257,1,28
2011-01-26,spring,2011,January,11,Wednesday,Workingday,Light Snow,0.22,0.197,0.93,0.3284,6,35,41,41,705,41,1,2,1,121,1,727,151320,1,41
2011-01-26,spring,2011,January,12,Wednesday,Workingday,Light Snow,0.22,0.197,0.93,0.3284,7,41,48,48,705,48,1,2,1,121,1,728,184414,1,48
2011-01-26,spring,2011,January,13,Wednesday,Workingday,Light Snow,0.22,0.197,0.93,0.3284,4,43,47,47,705,47,1,2,1,121,1,729,184919,1,47
2011-01-26,spring,2011,January,14,Wednesday,Workingday,Light Snow,0.22,0.197,0.93,0.3582,0,36,36,36,705,36,1,1,1,111,1,729,175652,1,36
2011-01-26,spring,2011,January,15,Wednesday,Workingday,Light Snow,0.22,0.1818,0.93,0.4627,1,42,43,43,705,43,1,2,1,121,1,729,183149,1,43
2011-01-26,spring,2011,January,16,Wednesday,Workingday,Heavy Rain,0.22,0.197,0.93,0.3284,1,35,36,36,705,36,1,1,1,111,1,730,227748,1,36
2011-01-26,spring,2011,January,17,Wednesday,Workingday,Light Snow,0.2,0.1818,0.93,0.3582,0,26,26,26,705,26,1,1,1,111,1,730,336860,1,26
2011-01-27,spring,2011,January,16,Thursday,Workingday,Clear,0.22,0.2273,0.55,0.194,1,23,24,24,704,24,1,1,1,111,1,730,227748,1,24
2011-01-27,spring,2011,January,17,Thursday,Workingday,Clear,0.22,0.2424,0.55,0.1045,2,82,84,84,704,84,1,2,1,121,1,730,336860,1,84
2011-01-27,spring,2011,January,18,Thursday,Workingday,Clear,0.2,0.2273,0.69,0.0896,3,101,104,104,704,104,1,2,1,121,1,728,309772,1,104
2011-01-27,spring,2011,January,19,Thursday,Workingday,Clear,0.2,0.2273,0.69,0.0896,3,76,79,79,704,79,1,2,1,121,1,728,226789,1,79
2011-01-27,spring,2011,January,20,Thursday,Workingday,Clear,0.18,0.2121,0.74,0.0896,4,55,59,59,704,59,1,2,1,121,1,728,164550,1,59
2011-01-27,spring,2011,January,21,Thursday,Workingday,Clear,0.18,0.2121,0.74,0.0896,2,36,38,38,704,38,1,1,1,111,1,728,125445,1,38
2011-01-27,spring,2011,January,22,Thursday,Workingday,Clear,0.18,0.2121,0.74,0.0896,0,27,27,27,704,27,1,1,1,111,1,728,95612,1,27
2011-01-27,spring,2011,January,23,Thursday,Workingday,Clear,0.18,0.197,0.8,0.1642,0,16,16,16,704,16,1,1,1,111,1,728,63941,1,16
2011-01-28,spring,2011,January,0,Friday,Workingday,Mist,0.2,0.2121,0.75,0.1343,0,9,9,9,703,9,1,1,1,111,1,726,39130,1,9
2011-01-28,spring,2011,January,1,Friday,Workingday,Mist,0.2,0.2121,0.75,0.1343,1,2,3,3,703,3,1,1,1,111,1,724,24164,1,3
2011-01-28,spring,2011,January,2,Friday,Workingday,Mist,0.2,0.2121,0.75,0.1642,0,2,2,2,703,2,1,1,1,111,1,715,16352,1,2
2011-01-28,spring,2011,January,3,Friday,Workingday,Mist,0.2,0.2273,0.75,0.1045,1,0,1,1,703,1,1,1,1,111,1,697,8174,1,1
2011-01-28,spring,2011,January,5,Friday,Workingday,Mist,0.18,0.2121,0.8,0.1045,0,4,4,4,703,4,1,1,1,111,1,717,14261,1,4
2011-01-28,spring,2011,January,6,Friday,Workingday,Mist,0.18,0.197,0.8,0.1343,0,16,16,16,703,16,1,1,1,111,1,725,55132,1,16
2011-01-28,spring,2011,January,7,Friday,Workingday,Mist,0.16,0.197,0.86,0.0896,2,58,60,60,703,60,1,2,1,121,1,727,154171,1,60
2011-01-28,spring,2011,January,8,Friday,Workingday,Mist,0.16,0.197,0.86,0.0896,2,155,157,157,703,157,1,3,1,131,1,727,261001,1,157
2011-01-28,spring,2011,January,9,Friday,Workingday,Light Snow,0.18,0.2121,0.86,0.0896,6,95,101,101,703,101,1,2,1,121,1,727,159438,1,101
2011-01-28,spring,2011,January,10,Friday,Workingday,Light Snow,0.18,0.2121,0.86,0.1045,0,49,49,49,703,49,1,2,1,121,1,727,126257,1,49
2011-01-28,spring,2011,January,11,Friday,Workingday,Light Snow,0.18,0.2121,0.93,0.1045,0,30,30,30,703,30,1,1,1,111,1,727,151320,1,30
2011-01-28,spring,2011,January,12,Friday,Workingday,Light Snow,0.18,0.2121,0.93,0.1045,1,28,29,29,703,29,1,1,1,111,1,728,184414,1,29
2011-01-28,spring,2011,January,13,Friday,Workingday,Light Snow,0.18,0.2121,0.93,0.1045,0,31,31,31,703,31,1,1,1,111,1,729,184919,1,31
2011-01-28,spring,2011,January,14,Friday,Workingday,Light Snow,0.22,0.2727,0.8,0.0,2,36,38,38,703,38,1,1,1,111,1,729,175652,1,38
2011-01-28,spring,2011,January,15,Friday,Workingday,Mist,0.2,0.2576,0.86,0.0,1,40,41,41,703,41,1,2,1,121,1,729,183149,1,41
2011-01-28,spring,2011,January,16,Friday,Workingday,Clear,0.22,0.2727,0.8,0.0,10,70,80,80,703,80,1,2,1,121,1,730,227748,1,80
2011-01-28,spring,2011,January,17,Friday,Workingday,Clear,0.24,0.2424,0.75,0.1343,2,147,149,149,703,149,1,3,1,131,1,730,336860,1,149
2011-01-28,spring,2011,January,18,Friday,Workingday,Clear,0.24,0.2273,0.75,0.194,2,107,109,109,703,109,1,2,1,121,1,728,309772,1,109
2011-01-28,spring,2011,January,19,Friday,Workingday,Mist,0.24,0.2424,0.75,0.1343,5,84,89,89,703,89,1,2,1,121,1,728,226789,1,89
2011-01-28,spring,2011,January,20,Friday,Workingday,Mist,0.24,0.2273,0.7,0.194,1,61,62,62,703,62,1,2,1,121,1,728,164550,1,62
2011-01-28,spring,2011,January,21,Friday,Workingday,Mist,0.22,0.2273,0.75,0.1343,1,57,58,58,703,58,1,2,1,121,1,728,125445,1,58
2011-01-28,spring,2011,January,22,Friday,Workingday,Clear,0.24,0.2121,0.65,0.3582,0,26,26,26,703,26,1,1,1,111,1,728,95612,1,26
2011-01-28,spring,2011,January,23,Friday,Workingday,Clear,0.24,0.2273,0.6,0.2239,1,22,23,23,703,23,1,1,1,111,1,728,63941,1,23
2011-01-29,spring,2011,January,0,Saturday,Holiday,Clear,0.22,0.197,0.64,0.3582,2,26,28,28,702,28,1,1,1,111,1,726,39130,1,28
2011-01-29,spring,2011,January,1,Saturday,Holiday,Clear,0.22,0.2273,0.64,0.194,0,20,20,20,702,20,1,1,1,111,1,724,24164,1,20
2011-01-29,spring,2011,January,2,Saturday,Holiday,Clear,0.22,0.2273,0.64,0.1642,0,15,15,15,702,15,1,1,1,111,1,715,16352,1,15
2011-01-29,spring,2011,January,3,Saturday,Holiday,Clear,0.2,0.2121,0.64,0.1343,3,5,8,8,702,8,1,1,1,111,1,697,8174,1,8
2011-01-29,spring,2011,January,4,Saturday,Holiday,Clear,0.16,0.1818,0.69,0.1045,1,2,3,3,702,3,1,1,1,111,1,697,4428,1,3
2011-01-29,spring,2011,January,6,Saturday,Holiday,Clear,0.16,0.1818,0.64,0.1343,0,2,2,2,702,2,1,1,1,111,1,725,55132,1,2
2011-01-29,spring,2011,January,7,Saturday,Holiday,Clear,0.16,0.1818,0.59,0.1045,1,4,5,5,702,5,1,1,1,111,1,727,154171,1,5
2011-01-29,spring,2011,January,8,Saturday,Holiday,Clear,0.18,0.197,0.55,0.1642,3,31,34,34,702,34,1,1,1,111,1,727,261001,1,34
2011-01-29,spring,2011,January,9,Saturday,Holiday,Clear,0.18,0.2121,0.59,0.0896,0,34,34,34,702,34,1,1,1,111,1,727,159438,1,34
2011-01-29,spring,2011,January,10,Saturday,Holiday,Mist,0.18,0.2121,0.64,0.1045,4,51,55,55,702,55,1,2,1,121,1,727,126257,1,55
2011-01-29,spring,2011,January,11,Saturday,Holiday,Mist,0.18,0.197,0.64,0.1343,4,60,64,64,702,64,1,2,1,121,1,727,151320,1,64
2011-01-29,spring,2011,January,12,Saturday,Holiday,Mist,0.2,0.197,0.59,0.194,12,66,78,78,702,78,1,2,1,121,1,728,184414,1,78
2011-01-29,spring,2011,January,13,Saturday,Holiday,Mist,0.22,0.2273,0.55,0.1642,9,56,65,65,702,65,1,2,1,121,1,729,184919,1,65
2011-01-29,spring,2011,January,14,Saturday,Holiday,Mist,0.22,0.2273,0.6,0.1343,10,89,99,99,702,99,1,2,1,121,1,729,175652,1,99
2011-01-29,spring,2011,January,15,Saturday,Holiday,Clear,0.22,0.2121,0.69,0.2537,22,98,120,120,702,120,1,2,1,121,1,729,183149,1,120
2011-01-29,spring,2011,January,16,Saturday,Holiday,Clear,0.24,0.2424,0.6,0.1642,19,88,107,107,702,107,1,2,1,121,1,730,227748,1,107
2011-01-29,spring,2011,January,17,Saturday,Holiday,Clear,0.24,0.2879,0.6,0.0,9,82,91,91,702,91,1,2,1,121,1,730,336860,1,91
2011-01-29,spring,2011,January,18,Saturday,Holiday,Clear,0.22,0.2273,0.69,0.1343,9,59,68,68,702,68,1,2,1,121,1,728,309772,1,68
2011-01-29,spring,2011,January,19,Saturday,Holiday,Mist,0.22,0.2121,0.69,0.2537,6,52,58,58,702,58,1,2,1,121,1,728,226789,1,58
2011-01-29,spring,2011,January,20,Saturday,Holiday,Clear,0.18,0.2121,0.74,0.0896,1,42,43,43,702,43,1,2,1,121,1,728,164550,1,43
2011-01-29,spring,2011,January,21,Saturday,Holiday,Clear,0.18,0.2121,0.74,0.0896,1,35,36,36,702,36,1,1,1,111,1,728,125445,1,36
2011-01-29,spring,2011,January,22,Saturday,Holiday,Clear,0.16,0.197,0.8,0.0896,4,28,32,32,702,32,1,1,1,111,1,728,95612,1,32
2011-01-29,spring,2011,January,23,Saturday,Holiday,Clear,0.16,0.197,0.8,0.0896,3,30,33,33,702,33,1,1,1,111,1,728,63941,1,33
2011-01-30,spring,2011,January,0,Sunday,Holiday,Clear,0.16,0.1818,0.8,0.1045,0,33,33,33,701,33,1,1,1,111,1,726,39130,1,33
2011-01-30,spring,2011,January,1,Sunday,Holiday,Clear,0.14,0.2121,0.8,0.0,7,22,29,29,701,29,1,1,1,111,1,724,24164,1,29
